ReportId,ReportName,ReportTitle,ReportDate,BoundaryName,BoundaryType,DistributionPipePercentCovered,Labels
C2D9795A-6260-48BC-925F-3A23CA75521B,CR-C2D979,B26 - 8772 - SO Solent - Southampton - Coxford #1,2026-09-19 06:09:12.733,B26 - 8772 - SO Solent - Southampton - Coxford #1,--Select--,0.34205726,"sgn, Veho"
C1C2E115-A28A-3145-B449-3A23CA760D94,CR-C1C2E1,B26 - 5912 - SO Solent - Southampton - Coxford #2,2026-09-19 06:10:00.723,B26 - 5912 - SO Solent - Southampton - Coxford #2,--Select--,0.54179214,"sgn, Veho"
061541B1-906C-D141-00CB-3A23CA76B00E,CR-061541,B26 - 7351 - SO Solent - Southampton - Bassett #1,2026-09-19 06:10:42.320,B26 - 7351 - SO Solent - Southampton - Bassett #1,--Select--,0.72798023,"sgn, Veho"
1FE78CCE-767F-3B5F-6ED7-3A23CA775445,CR-1FE78C,B26 - 5366 - SO Solent - Southampton - Bassett #2,2026-09-19 06:11:24.357,B26 - 5366 - SO Solent - Southampton - Bassett #2,,0.51291849,"sgn, Veho"
